cpf,nome_completo,email,uf,dt_nascimento
62000454409,Paulo  Able Mafra,paulo .ablemafra@icloud.com,BA,1985-11-18
62088459293,Sophia Able Mafra,sophia.ablemafra@outlook.com,CE,1985-04-20
62109782637,Anthony Able Mafra,anthony.ablemafra@icloud.com,DF,1984-03-17
62112499716,Murilo Able Mafra,murilo.ablemafra@icloud.com,ES,1984-11-28
62170379011,Alana Able Mafra,alana.ablemafra@icloud.com,GO,1970-02-24
62203092133,Ana Laura Able Mafra,analaura.ablemafra@gmail.com,MA,1984-07-05
62216943938,Rafael Able Mafra,rafael.ablemafra@gmail.com,MT,1984-07-05
62227120941,Isadora Able Mafra,isadora.ablemafra@gmail.com,MS,1984-12-27
62227150776,Lucas Able Mafra,lucas.ablemafra@outlook.com,MG,1977-05-31
62234145877,Lais Able Mafra,lais.ablemafra@hotmail.com,PA,1985-10-22
62261322202,Barbara Able Mafra,barbara.ablemafra@hotmail.com,PB,1983-02-21
62335882661,Luan Able Mafra,luan.ablemafra@hotmail.com,PR,1978-08-27
62422399541,Maria Alice Able Mafra,mariaalice.ablemafra@hotmail.com,PE,1979-06-02
62428380788,Maria Luiza Able Mafra,marialuiza.ablemafra@outlook.com,PI,1984-02-24
62433882208,Joao Guilherme Able Mafra,joãoguilherme.ablemafra@hotmail.com,RJ,1965-07-14
62443544878,Kaique Able Mafra,kaique.ablemafra@gmail.com,RN,1968-11-14
62482080272,Anthony Able Mafra,anthony.ablemafra@gmail.com,RS,1950-04-19
62487227096,Vitor Hugo Able Mafra,vitorhugo.ablemafra@outlook.com,RO,1944-02-24
62524311057,Elisa Able Mafra,elisa.ablemafra@outlook.com,RR,1984-04-21
62530910105,Joaquim Able Mafra,joaquim.ablemafra@icloud.com,SC,1983-12-22
62535875972,Kaue  Able Mafra,kaue .ablemafra@icloud.com,AC,1985-10-31
62596682637,Bento Able Mafra,bento.ablemafra@hotmail.com,AL,1985-04-22
62603770916,Maria Isis Able Mafra,mariaisis.ablemafra@gmail.com,AP,1985-04-12
62634688375,Thiago Able Mafra,thiago.ablemafra@icloud.com,AM,1982-07-03
62678961520,Barbara Able Mafra,barbara.ablemafra@gmail.com,BA,1957-02-19
62772375247,Luiz Gustavo Able Mafra,luizgustavo.ablemafra@outlook.com,CE,1962-03-17
62943702050,Ana Vitoria Able Mafra,anavitoria.ablemafra@outlook.com,DF,1952-12-02
62976977525,Otto Able Mafra,otto.ablemafra@outlook.com,ES,1959-02-11
62989195344,Maria Fernanda Able Mafra,mariafernanda.ablemafra@outlook.com,GO,1951-11-03
62989233701,Otto Able Mafra,otto.ablemafra@hotmail.com,MA,1942-06-23
63028856093,Isabelly Able Mafra,isabelly.ablemafra@gmail.com,MT,1982-06-10
63078255056,Maria Laura Able Mafra,marialaura.ablemafra@icloud.com,MS,1983-10-01
63087090414,Isabella Able Mafra,isabella.ablemafra@icloud.com,MG,1985-10-26
63103082837,Ana Livia Able Mafra,analivia.ablemafra@outlook.com,PA,1984-12-05
63231507704,Ana Julia Able Mafra,anajulia.ablemafra@hotmail.com,PB,1984-09-22
63232063337,Lavinia Able Mafra,lavinia.ablemafra@hotmail.com,PR,1984-01-16
63254618106,Maria Heloisa Able Mafra,mariaheloisa.ablemafra@icloud.com,PE,1954-02-17
63296562874,Olivia Able Mafra,olivia.ablemafra@outlook.com,PI,1962-10-18
63316510887,Esther Able Mafra,esther.ablemafra@icloud.com,RJ,1959-03-20
63338348084,Louise Able Mafra,louise.ablemafra@outlook.com,RN,1962-12-22
63375568855,Larissa Able Mafra,larissa.ablemafra@gmail.com,RS,1944-11-09
63496205868,Rafaela Able Mafra,rafaela.ablemafra@icloud.com,RO,1953-10-30
63497069311,Vinicius Able Mafra,vinicius.ablemafra@outlook.com,RR,1982-05-14
63562762653,Maite Able Mafra,maite.ablemafra@outlook.com,SC,1985-08-06
63612540641,Maria Valentina Able Mafra,mariavalentina.ablemafra@gmail.com,AC,1983-07-22
63629809006,Joao Pedro Able Mafra,joãopedro.ablemafra@icloud.com,AL,1975-02-02
63656012096,Renan Able Mafra,renan.ablemafra@hotmail.com,AP,1984-02-23
63692936664,Hadassa Able Mafra,hadassa.ablemafra@icloud.com,AM,1983-12-11
63718867613,Benicio Able Mafra,benicio.ablemafra@outlook.com,BA,1984-08-08
63735768236,Lara Able Mafra,lara.ablemafra@hotmail.com,CE,1947-03-26
63793166757,Lavinia Able Mafra,lavinia.ablemafra@icloud.com,DF,1966-01-13
63825430382,Diego Able Mafra,diego.ablemafra@hotmail.com,ES,1962-03-24
63941537449,Henrique Able Mafra,henrique.ablemafra@hotmail.com,GO,1962-10-30
63942978999,Fernando Able Mafra,fernando.ablemafra@icloud.com,MA,1954-09-18
63945765412,Gabriel Able Mafra,gabriel.ablemafra@hotmail.com,MT,1983-02-25
63947266600,Adryan Able Mafra,adryan.ablemafra@icloud.com,MS,1982-09-23
63956673694,Francisco Able Mafra,francisco.ablemafra@gmail.com,MG,1984-09-24
63966327874,Maria Helena Able Mafra,mariahelena.ablemafra@icloud.com,PA,1984-04-10
63970056528,Maria Able Mafra,maria.ablemafra@gmail.com,PB,1985-11-08
64093165402,Livia Able Mafra,livia.ablemafra@icloud.com,PR,1985-10-15
64130045390,Ricardo Able Mafra,ricardo.ablemafra@hotmail.com,PE,1985-08-30
64158161920,Isabella Able Mafra,isabella.ablemafra@hotmail.com,PI,1963-12-14
64285260898,Vitor Hugo Able Mafra,vitorhugo.ablemafra@outlook.com,RJ,1949-06-09
64296370824,Otto Able Mafra,otto.ablemafra@icloud.com,RN,1957-09-09
64349412452,Clara Able Mafra,clara.ablemafra@outlook.com,RS,1956-04-19
64354973272,Agatha Able Mafra,agatha.ablemafra@outlook.com,RO,1925-12-10
64364905132,Fernando Able Mafra,fernando.ablemafra@outlook.com,RR,1981-06-26
64429245782,Ana Liz Able Mafra,analiz.ablemafra@icloud.com,SC,1984-01-28
64466788814,Luan Able Mafra,luan.ablemafra@icloud.com,AC,1963-07-01
64517650119,Ayla Able Mafra,ayla.ablemafra@icloud.com,AL,1981-06-25
64613819660,Agatha Able Mafra,agatha.ablemafra@outlook.com,AP,1984-10-17
64617999500,Maria Eduarda Able Mafra,mariaeduarda.ablemafra@icloud.com,AM,1985-11-26
64630003859,Leticia Able Mafra,leticia.ablemafra@outlook.com,BA,1983-08-02
64654380602,Davi Luiz  Able Mafra,daviluiz .ablemafra@hotmail.com,CE,1984-09-26
64680293426,Felipe Able Mafra,felipe.ablemafra@gmail.com,DF,1976-06-30
64712557676,Rafael Able Mafra,rafael.ablemafra@gmail.com,ES,1983-01-10
64730218214,Luiz Felipe Able Mafra,luizfelipe.ablemafra@outlook.com,GO,1983-11-07
64737627218,Beatriz Able Mafra,beatriz.ablemafra@hotmail.com,MA,1984-09-12
64785876451,Nomes Able Mafra,nomes.ablemafra@hotmail.com,MT,1984-03-10
64805567070,Bento Able Mafra,bento.ablemafra@icloud.com,MS,1983-05-11
64820213547,Emanuel Able Mafra,emanuel.ablemafra@hotmail.com,MG,1983-06-06
64825484973,Lucas Able Mafra,lucas.ablemafra@icloud.com,PA,1982-09-15
64828846947,Ana Vitoria Able Mafra,anavitoria.ablemafra@outlook.com,PB,1954-09-03
64850879035,Miguel Able Mafra,miguel.ablemafra@hotmail.com,PR,1966-08-13
64935091457,Iara Able Mafra,iara.ablemafra@hotmail.com,PE,1968-07-15
64939219959,Nicole Able Mafra,nicole.ablemafra@outlook.com,PI,1952-12-02
64995182946,Maria Alice Able Mafra,mariaalice.ablemafra@icloud.com,RJ,1956-02-29
64997630006,Ana Livia Able Mafra,analivia.ablemafra@hotmail.com,RN,1942-04-12
65017404041,Bernardo Able Mafra,bernardo.ablemafra@icloud.com,RS,1985-10-22
65018413253,Otto Able Mafra,otto.ablemafra@gmail.com,RO,1985-07-26
65116330394,Kamilly Able Mafra,kamilly.ablemafra@outlook.com,RR,1984-06-12
65140310711,Maite Able Mafra,maite.ablemafra@hotmail.com,SC,1983-11-10
65144267142,Giovanna Able Mafra,giovanna.ablemafra@gmail.com,AC,1984-09-18
65238653919,icaro Able Mafra,icaro.ablemafra@hotmail.com,AL,1983-08-16
65287067694,Diogo Able Mafra,diogo.ablemafra@icloud.com,AP,1966-12-28
65294135451,Joao Gabriel Able Mafra,joãogabriel.ablemafra@icloud.com,AM,1958-03-09
65308040434,Maria Heloisa Able Mafra,mariaheloisa.ablemafra@hotmail.com,BA,1952-03-22
65318732356,Joana Able Mafra,joana.ablemafra@gmail.com,CE,1979-07-21
65319084033,Emanuelly Able Mafra,emanuelly.ablemafra@outlook.com,DF,1985-09-21
65405233810,Caua Able Mafra,cauã.ablemafra@hotmail.com,ES,1985-12-12
65417557606,Henry Able Mafra,henry.ablemafra@gmail.com,GO,1981-10-02
65445473624,Igor Able Mafra,igor.ablemafra@icloud.com,MA,1984-02-20
65459304705,Ana Clara Able Mafra,anaclara.ablemafra@gmail.com,MT,1983-07-29
65489191315,Heloise Able Mafra,heloise.ablemafra@hotmail.com,MS,1984-04-04
65490415459,Isadora Able Mafra,isadora.ablemafra@gmail.com,MG,1959-02-19
65560315830,Thomas Able Mafra,thomas.ablemafra@hotmail.com,PA,1963-05-26
65578852310,Pietro Able Mafra,pietro.ablemafra@gmail.com,PB,1962-05-15
65638341562,Maya Able Mafra,maya.ablemafra@hotmail.com,PR,1984-01-11
65667940978,Joao Able Mafra,joão.ablemafra@outlook.com,PE,1980-04-10
65737984408,Maria Able Mafra,maria.ablemafra@gmail.com,PI,1985-10-03
65777584357,Luna Able Mafra,luna.ablemafra@outlook.com,RJ,1983-12-20
65793742048,Alana Able Mafra,alana.ablemafra@gmail.com,RN,1984-03-31
65840476574,Ricardo Able Mafra,ricardo.ablemafra@gmail.com,RS,1985-02-01
65851385732,Alexandre Able Mafra,alexandre.ablemafra@gmail.com,RO,1983-01-30
65852997022,Beatriz Able Mafra,beatriz.ablemafra@hotmail.com,RR,1954-12-23
65864299698,Yago Able Mafra,yago.ablemafra@icloud.com,SC,1962-11-03
65866023725,Gustavo Able Mafra,gustavo.ablemafra@gmail.com,AC,1967-08-25
65869484794,Melina Able Mafra,melina.ablemafra@outlook.com,AL,1968-10-01
65870960994,Bruna Able Mafra,bruna.ablemafra@outlook.com,AP,1958-06-18
65876516554,Antonia Able Mafra,antonia.ablemafra@hotmail.com,AM,1982-03-20
65892369990,Vinicius Able Mafra,vinicius.ablemafra@gmail.com,BA,1980-03-22
65928479154,Vinicius Able Mafra,vinicius.ablemafra@gmail.com,CE,1985-07-03
65997540691,Stefany Able Mafra,stefany.ablemafra@gmail.com,DF,1977-06-02
66140240416,Leticia Able Mafra,leticia.ablemafra@hotmail.com,ES,1983-12-25
66180746504,Bruna Able Mafra,bruna.ablemafra@hotmail.com,GO,1985-02-20
66202348998,Ana Beatriz Able Mafra,anabeatriz.ablemafra@gmail.com,MA,1985-08-11
66245251723,Rodrigo Able Mafra,rodrigo.ablemafra@icloud.com,MT,1984-04-13
66350380301,Nathalia Able Mafra,nathalia.ablemafra@outlook.com,MS,1984-12-06
66399620557,Amanda Able Mafra,amanda.ablemafra@gmail.com,MG,1983-04-04
66426240779,Igor Able Mafra,igor.ablemafra@icloud.com,PA,1983-12-03
66429443673,Vitoria Able Mafra,vitoria.ablemafra@gmail.com,PB,1983-09-29
66448282611,Antonia Able Mafra,antonia.ablemafra@outlook.com,PR,1982-04-17
66503899574,Fernanda Able Mafra,fernanda.ablemafra@icloud.com,PE,1952-10-22
66519155287,Vitor Hugo Able Mafra,vitorhugo.ablemafra@icloud.com,PI,1967-06-24
66532515013,Clara Able Mafra,clara.ablemafra@gmail.com,RJ,1950-11-04
66565668985,Ryan Able Mafra,ryan.ablemafra@outlook.com,RN,1951-12-12
66566169936,Beatriz Able Mafra,beatriz.ablemafra@gmail.com,RS,1945-04-29
66577344861,Perola Able Mafra,perola.ablemafra@outlook.com,RO,1981-01-17
66608040978,Luisa Able Mafra,luisa.ablemafra@hotmail.com,RR,1985-08-19
66634611366,Marcela Able Mafra,marcela.ablemafra@icloud.com,SC,1985-06-12
66641895359,Lais Able Mafra,lais.ablemafra@outlook.com,AC,1970-12-19
66646723678,Carlos Eduardo Able Mafra,carloseduardo.ablemafra@outlook.com,AL,1984-10-28
66668281801,Ana Cecilia Able Mafra,anacecilia.ablemafra@hotmail.com,AP,1985-09-01
66724989033,Yuri Thiago Able Mafra,yurithiago.ablemafra@outlook.com,AM,1985-12-13
66764985912,Ricardo Able Mafra,ricardo.ablemafra@outlook.com,BA,1965-09-04
66805252741,Rafael Able Mafra,rafael.ablemafra@outlook.com,CE,1959-09-22
66880097773,Malu Able Mafra,malu.ablemafra@hotmail.com,DF,1952-01-26
66893155398,Benjamin Able Mafra,benjamin.ablemafra@gmail.com,ES,1981-11-14
66900310854,Betina Able Mafra,betina.ablemafra@outlook.com,GO,1985-10-08
66938956597,Gael Able Mafra,gael.ablemafra@outlook.com,MA,1984-05-17
66961626210,Luan Able Mafra,luan.ablemafra@gmail.com,MT,1983-11-07
67169961785,Giovanni  Able Mafra,giovanni .ablemafra@icloud.com,MS,1983-12-05
67342914101,Elis Able Mafra,elis.ablemafra@gmail.com,MG,1985-04-06
67370117312,Evellyn  Able Mafra,evellyn .ablemafra@gmail.com,PA,1984-02-19
67426267010,Gael Able Mafra,gael.ablemafra@gmail.com,PB,1958-11-15
67480314926,Maria Julia Able Mafra,mariajulia.ablemafra@icloud.com,PR,1964-02-21
67481716553,Catarina Able Mafra,catarina.ablemafra@hotmail.com,PE,1957-09-10
67486518269,Bruna Able Mafra,bruna.ablemafra@icloud.com,PI,1963-06-15
67630063071,Maria Heloisa Able Mafra,mariaheloisa.ablemafra@outlook.com,RJ,1945-03-02
67670865156,Igor Able Mafra,igor.ablemafra@gmail.com,RN,1960-07-20
67681045096,Maria Isis Able Mafra,mariaisis.ablemafra@gmail.com,RS,1939-07-14
67704205473,Paulo  Able Mafra,paulo .ablemafra@hotmail.com,RO,1956-01-27
67706330547,Vitor Able Mafra,vitor.ablemafra@hotmail.com,RR,1985-05-21
67731456287,Ana Laura Able Mafra,analaura.ablemafra@gmail.com,SC,1984-05-20
67799004976,Ayla Sophia Able Mafra,aylasophia.ablemafra@icloud.com,AC,1984-09-17
67826110715,Larissa Able Mafra,larissa.ablemafra@gmail.com,AL,1984-04-13
67857924087,Otto Able Mafra,otto.ablemafra@hotmail.com,AP,1985-06-28
67870172499,Kaique Able Mafra,kaique.ablemafra@outlook.com,AM,1983-12-31
67969704872,Mirella Able Mafra,mirella.ablemafra@icloud.com,BA,1968-06-09
67971705442,Adryan Able Mafra,adryan.ablemafra@hotmail.com,CE,1963-06-25
68000330312,Amanda Able Mafra,amanda.ablemafra@gmail.com,DF,1927-05-28
68062388278,Enrico Able Mafra,enrico.ablemafra@gmail.com,ES,1946-01-13
68125805955,Tomas Able Mafra,tomas.ablemafra@hotmail.com,GO,1983-06-20
68151711346,Catarina Able Mafra,catarina.ablemafra@outlook.com,MA,1984-04-09
68221328851,Benicio Able Mafra,benicio.ablemafra@gmail.com,MT,1960-03-31
68305732941,Isis Able Mafra,isis.ablemafra@hotmail.com,MS,1985-01-03
68319573721,Augusto Able Mafra,augusto.ablemafra@gmail.com,MG,1985-03-26
68433882915,Antonio Able Mafra,antonio.ablemafra@icloud.com,PA,1977-11-14
68438111650,Kaique Able Mafra,kaique.ablemafra@gmail.com,PB,1984-10-12
68453854487,Benjamin Able Mafra,benjamin.ablemafra@outlook.com,PR,1980-04-24
68562479337,Yuri Able Mafra,yuri.ablemafra@icloud.com,PE,1958-01-14
68593821659,Julia Able Mafra,julia.ablemafra@hotmail.com,PI,1965-03-21
68603802653,Luiza Able Mafra,luiza.ablemafra@icloud.com,RJ,1949-04-16
68621019737,Erick Able Mafra,erick.ablemafra@outlook.com,RN,1963-02-25
68650979442,Antonio Able Mafra,antonio.ablemafra@icloud.com,RS,1985-02-28
68762852425,Davi Lucas Able Mafra,davilucas.ablemafra@icloud.com,RO,1975-10-28
68937812494,Melina Able Mafra,melina.ablemafra@gmail.com,RR,1984-08-10
68946214400,Thomas Able Mafra,thomas.ablemafra@gmail.com,SC,1983-09-27
68962518003,Murilo Able Mafra,murilo.ablemafra@icloud.com,AC,1982-10-07
68972949771,Mathias Able Mafra,mathias.ablemafra@icloud.com,AL,1985-07-27
68973839662,Miguel Able Mafra,miguel.ablemafra@hotmail.com,AP,1984-01-24
68977940867,Joao Able Mafra,joão.ablemafra@hotmail.com,AM,1984-05-25
69007911463,Melinda Able Mafra,melinda.ablemafra@hotmail.com,BA,1984-09-05
69230817390,Bella Able Mafra,bella.ablemafra@icloud.com,CE,1984-07-13
69318022645,Bella Able Mafra,bella.ablemafra@hotmail.com,DF,1972-07-07
69318363876,Leonardo Able Mafra,leonardo.ablemafra@icloud.com,ES,1985-02-21
69430025648,Lavinia Able Mafra,lavinia.ablemafra@gmail.com,GO,1951-05-31
69445182560,Isis Able Mafra,isis.ablemafra@hotmail.com,MA,1962-06-21
69464541660,Evellyn  Able Mafra,evellyn .ablemafra@outlook.com,MT,1964-07-23
69495885522,Joana Able Mafra,joana.ablemafra@outlook.com,MS,1962-05-02
69503201686,Ayla Sophia Able Mafra,aylasophia.ablemafra@hotmail.com,MG,1962-09-02
69538254477,Heloisa Able Mafra,heloisa.ablemafra@hotmail.com,PA,1949-11-06
69559747440,Pedro Henrique Able Mafra,pedrohenrique.ablemafra@icloud.com,PB,1981-09-17
69617640445,Antonio Able Mafra,antonio.ablemafra@outlook.com,PR,1983-10-27
69634420794,Felipe Able Mafra,felipe.ablemafra@hotmail.com,PE,1985-10-20
69639484806,icaro Able Mafra,icaro.ablemafra@icloud.com,PI,1984-05-26
69653113271,Enzo Able Mafra,enzo.ablemafra@icloud.com,RJ,1984-10-18
69668679057,Sophie Able Mafra,sophie.ablemafra@outlook.com,RN,1984-12-23
69672523521,Maria Laura Able Mafra,marialaura.ablemafra@outlook.com,RS,1981-10-20
69690247447,Lucca Able Mafra,lucca.ablemafra@outlook.com,RO,1963-11-20
69889528800,Henry  Able Mafra,henry .ablemafra@gmail.com,RR,1968-03-09
69895778104,Nathalia Able Mafra,nathalia.ablemafra@outlook.com,SC,1963-11-10
69896669774,Henry Able Mafra,henry.ablemafra@icloud.com,AC,1985-02-23
69906839457,Pedro Henrique Able Mafra,pedrohenrique.ablemafra@hotmail.com,AL,1986-01-03
70068736525,Tomas Able Mafra,tomas.ablemafra@outlook.com,AP,1974-09-20
70161134157,Emilly Able Mafra,emilly.ablemafra@icloud.com,AM,1984-03-01
70163776787,Stella Able Mafra,stella.ablemafra@icloud.com,BA,1985-12-04
70203559237,Bento Able Mafra,bento.ablemafra@gmail.com,CE,1985-01-07
70245149831,Luiz Henrique Able Mafra,luizhenrique.ablemafra@icloud.com,DF,1947-08-26
70265784582,Pietro Able Mafra,pietro.ablemafra@hotmail.com,ES,1948-04-01
70318327823,Luan Able Mafra,luan.ablemafra@gmail.com,GO,1968-01-12
70378075812,Joaquim Able Mafra,joaquim.ablemafra@icloud.com,MA,1958-09-21
70385247353,Maria Able Mafra,maria.ablemafra@outlook.com,MT,1954-03-26
70491052194,Antonio Able Mafra,antonio.ablemafra@hotmail.com,MS,1946-06-09
70540249897,Diogo Able Mafra,diogo.ablemafra@outlook.com,MG,1950-09-17
70557525599,Vinicius Able Mafra,vinicius.ablemafra@icloud.com,PA,1985-01-15
70592017675,Mirella Able Mafra,mirella.ablemafra@hotmail.com,PB,1972-10-04
70608085678,Brenda Able Mafra,brenda.ablemafra@icloud.com,PR,1984-09-21
70626045580,Ana Able Mafra,ana.ablemafra@icloud.com,PE,1980-06-19
70753225507,Ana Luisa Able Mafra,analuisa.ablemafra@icloud.com,PI,1983-03-16
70807040824,Larissa Able Mafra,larissa.ablemafra@icloud.com,RJ,1982-11-26
70807445394,Kaue  Able Mafra,kaue .ablemafra@icloud.com,RN,1961-09-28
70846174289,Jose Able Mafra,jose.ablemafra@icloud.com,RS,1966-12-21
70851241137,Lorena Able Mafra,lorena.ablemafra@outlook.com,RO,1963-11-20
70872736281,Bruno Able Mafra,bruno.ablemafra@outlook.com,RR,1951-12-26
70962621597,Julia Able Mafra,julia.ablemafra@icloud.com,SC,1953-07-20
71078168923,Maria Luisa Able Mafra,marialuisa.ablemafra@hotmail.com,AC,1946-05-31
71253940223,Heloise Able Mafra,heloise.ablemafra@gmail.com,AL,1984-05-07
71314012584,Eduardo Able Mafra,eduardo.ablemafra@gmail.com,AP,1984-05-24
71383476194,Calebe Able Mafra,calebe.ablemafra@icloud.com,AM,1967-01-04
71437987355,Maria Helena Able Mafra,mariahelena.ablemafra@outlook.com,BA,1984-08-01
71586559127,Yuri Thiago Able Mafra,yurithiago.ablemafra@icloud.com,CE,1976-12-08
71586842110,Joao Guilherme Able Mafra,joãoguilherme.ablemafra@outlook.com,DF,1983-12-23
71598304251,Beatriz Able Mafra,beatriz.ablemafra@icloud.com,ES,1963-04-05
71608566100,Oliver Able Mafra,oliver.ablemafra@icloud.com,GO,1963-05-30
71611225426,Caleb Able Mafra,caleb.ablemafra@gmail.com,MA,1963-06-05
71636380710,Joao Able Mafra,joão.ablemafra@gmail.com,MT,1967-08-11
71642247519,Emanuelly Able Mafra,emanuelly.ablemafra@hotmail.com,MS,1959-10-14
71720195331,Gael Able Mafra,gael.ablemafra@outlook.com,MG,1958-08-26
71726411885,Julia Able Mafra,julia.ablemafra@hotmail.com,PA,1935-06-11
71762333598,Yago Able Mafra,yago.ablemafra@outlook.com,PB,1984-07-15
71816817654,Theo Able Mafra,theo.ablemafra@hotmail.com,PR,1972-10-29
71853361345,Ana Liz Able Mafra,analiz.ablemafra@outlook.com,PE,1984-04-13
71878961764,Luna Able Mafra,luna.ablemafra@icloud.com,PI,1980-09-27
71933700619,Davi Lucca Able Mafra,davilucca.ablemafra@hotmail.com,RJ,1985-10-10
71975744367,Nicole Able Mafra,nicole.ablemafra@outlook.com,RN,1985-09-22
71976636054,Luisa Able Mafra,luisa.ablemafra@outlook.com,RS,1983-07-23
72015495253,Maya Able Mafra,maya.ablemafra@outlook.com,RO,1984-08-31
72015942943,Antonella Able Mafra,antonella.ablemafra@outlook.com,RR,1985-12-18
72054949750,Jose Able Mafra,jose.ablemafra@icloud.com,SC,1980-10-30
72071078213,Maria Luisa Able Mafra,marialuisa.ablemafra@icloud.com,AC,1983-12-09
72079402728,Luan Able Mafra,luan.ablemafra@icloud.com,AL,1985-10-15
72160456297,Vitor Hugo Able Mafra,vitorhugo.ablemafra@icloud.com,AP,1983-01-27
72194825151,Ana Clara Able Mafra,anaclara.ablemafra@icloud.com,AM,1983-08-22
72280965030,Andre Able Mafra,andre.ablemafra@hotmail.com,BA,1985-08-31
72287880289,Maria Laura Able Mafra,marialaura.ablemafra@icloud.com,CE,1985-06-24
72310809292,Enzo Gabriel Able Mafra,enzogabriel.ablemafra@icloud.com,DF,1971-10-23
72359738676,icaro Able Mafra,icaro.ablemafra@gmail.com,ES,1960-03-19
72381426524,Yago Able Mafra,yago.ablemafra@hotmail.com,GO,1969-04-24
72453082535,Olivia Able Mafra,olivia.ablemafra@hotmail.com,MA,1961-04-06
72459475829,Theo Able Mafra,theo.ablemafra@outlook.com,MT,1952-12-19
72462336652,Rafael Able Mafra,rafael.ablemafra@outlook.com,MS,1946-05-17
72512615591,Gabrielly Able Mafra,gabrielly.ablemafra@outlook.com,MG,1958-08-14
72564482815,Caio Able Mafra,caio.ablemafra@gmail.com,PA,1984-01-04
72653652531,Fernanda Able Mafra,fernanda.ablemafra@icloud.com,PB,1983-12-19
72660369345,Heloise Able Mafra,heloise.ablemafra@gmail.com,PR,1985-08-19
72680439367,Josue Able Mafra,josue.ablemafra@gmail.com,PE,1985-02-06
72684015333,Sophia Able Mafra,sophia.ablemafra@icloud.com,PI,1984-07-22
72728846284,Luiz Otavio Able Mafra,luizotavio.ablemafra@gmail.com,RJ,1974-11-04
72790329681,Nicolas Able Mafra,nicolas.ablemafra@gmail.com,RN,1949-08-24
72817595688,Nomes Able Mafra,nomes.ablemafra@hotmail.com,RS,1960-12-06
72829759802,Lavinia Able Mafra,lavinia.ablemafra@hotmail.com,RO,1958-07-09
72882988163,Maria Julia Able Mafra,mariajulia.ablemafra@hotmail.com,RR,1963-02-07
72933421576,Joana Able Mafra,joana.ablemafra@gmail.com,SC,1935-05-20
72994574996,Maria Luiza Able Mafra,marialuiza.ablemafra@gmail.com,AC,1952-09-20
